SpID	SpForm	SpLemma	SpGramCat	SpPersNum	SpNeg	RusID	RusForm	RusLemma	RusGramCat	RusPersNum	RusNeg	Notes	
S22:10	había podido	poder	PrfctPast	3sg		R8:33	подействовала	подействовать	PerfPast	SgF			
S22:11	tuve	tener	IndicPret	1sg		R8:34	был	быть	ImpPast	SgM			
S22:12	había estado	estar	PrfctPast	3sg		R8:35	ждала	ждать	ImpPast	SgF			
S22:13	esperándome	esperar	PresPart	NA		R8:36	NA	NA	NA	NA			
S22:14	naciese	nacer	SubjIpfct2	1sg		R8:37	было	быть	ImpPast	SgN	не	imp	
S22:15	de vuelta	NA	PP	NA		R8:38	вернувшись	вернуться	PerfGer	NA			
S22:16	me refugié	refugiarse	IndicPret	1sg		R8:39	уединился	уединиться	PerfPast	SgM			
S22:17	decidí	decidír	IndicPret	1sg		R8:40	решив	решить	PerfGer	NA			
S22:18	leer	leer	Inf	Inf		R8:41	прочитать	прочитать	PerfInf	Inf			
S22:19	darme	darse	Inf	Inf		R8:42	заметив	заметить	PerfGer	NA	не		
S22:20	me había caído	caerse	PrfctPast	1sg		R8:43	погрузился	погрузиться	PerfPast	SgM			
S22:21	sin remedio	NA	PP	NA		R8:44	мог	мочь	ImpPast	SgM	не		
S22:22	NA	NA	NA	NA		R8:45	оторваться	оторваться	PerfInf	Inf			
S22:23	relataba	relatar	IndicIpfct	3sg		R8:46	шла	идти	ImpPast	SgF			
S22:24	NA	NA	NA	NA		R8:47	посвятившем	посвятиться	PerfPastAP	NA			
S22:25	había llegado	llegar	PrfctPast	3sg	nunca	R8:48	знал	знать	ImpPast	SgM	не		
S22:26	conocer	conocer	Inf	Inf		R8:49	NA	NA	NA	NA			
S22:27	descubría	descubrir	IndicIpfct	3sg		R8:50	NA	NA	NA	NA			
S22:28	pronunciaba	pronunciar	IndicIpfct	3sg		R9:1	поведала	поведать	PerfPast	SgF			
S22:29	se transformaba	transformarse	IndicIpfct	3sg		R9:2	представляла	представлять	ImpPast	SgF			
S22:30	luchaba	luchar	IndicIpfct	3sg		R9:3	пытался	пытаться	ImpPast	SgM			
S22:31	recuperar	recuperar	Inf	Inf		R9:4	восполнить	восполнить	PerfInf	Inf			
S22:32	NA	NA	NA	NA		R9:5	был	быть	ImpPast	SgM			
S22:33	perdidas	perder	PastPart	NA		R9:6	лишен	лишить	PerfPPP	NA			
S22:34	descubríamos	descubrir	IndicIpfct	1pl		R9:7	маячил	маячить	ImpPast	SgM			
S22:35	habría	haber	IndicCond	3sg		R9:8	NA	NA	NA	NA			
S22:36	perseguir	perseguir	Inf	Inf		R9:9	преследовавшей	преследовать	ImpPastAP	NA			
S22:37	avanzaba	avanzar	IndicIpfct	3sg		R9:10	NA	NA	NA	NA			
S22:38	empezó	empezar	IndicPret	3sg		R9:11	NA	NA	NA	NA			
S22:39	recordarme	recordar	Inf	Inf		R9:12	напоминала	напоминать	ImpPast	SgF			
S22:40	contienen	contener	IndicPres	3pl		R9:13	заключено	заключить	PerfPPP	NA			
S22:41	se descomponía	descomponerse	IndicIpfct	3sg		R9:14	рассыпался	рассыпаться	PerfPast	SgM			
S22:42	hubiese penetrado	penetrar	PrfctSubjPast	3sg		R9:15	попав	попасть	PerfGer	NA			
S22:43	se escindiera	escindirse	SubjIpfct	3sg		R9:16	теряется	теряться	ImpPres	3sg			
S22:44	se deslizaron	deslizarse	IndicPret	3pl		R9:17	пролетали	пролетать	ImpPast	3pl			
S22:45	atrapado	atrapar	PastPart	NA		R9:18	завороженный	заворожить	PerfPPP	NA			
S22:46	advertí	advertir	IndicPret	1sg		R9:19	различил	различить	PerfPast	SgM			
S22:47	repiqueteando	repiquetear	PresPart	NA		R9:20	пробил	пробить	PerfPast	SgM			
S22:48	enterrado	enterrar	PastPart	NA		R9:21	NA	NA	NA	NA			
S22:49	proyectaba	proyectar	IndicIpfct	3sg		R9:22	NA	NA	NA	NA			
S22:50	me sumergí	sumergir	IndicPret	1sg		R9:23	погрузил	погрузить	PerfPast	SgM			
S23:1	había conocido	conocer	PrfctPast	1sg	jamás	R9:24	неведомых	NA	Adj	NA			
S23:2	se antojaron	antojarse	IndicPret	3pl		R9:25	казавшиеся	казаться	ImpPastAP	NA			
S23:3	respiraba	respirar	IndicIpfct	1sg		R9:26	дышал	дышать	ImpPast	SgM			
S23:4	arrastraron	arrastrar	IndicPret	3pl		R9:27	увлекали	увлекать	ImpPast	Pl			
S23:5	quería	querer	IndicIpfct	1sg	no	R9:28	хотелось	хотеться	ImpPast	SgN	не	imp	
S23:6	escapar	escapar	Inf	Inf		R9:29	искать	искать	ImpInf	Inf			
S23:7	NA	NA	NA	NA		R9:30	перелистывая	перелистывать	ImpGer	NA			
S23:8	me dejé	dejarse	IndicPret	1sg		R9:31	пребывал	пребывать	ImpPast	SgM			
S23:9	envolver	envolver	Inf	Inf		R9:32	во власти	NA	PP	NA			
S23:10	acarició	acariciar	IndicPret	3sg		R9:33	повеял	повеять	PerfPast	SgM			
S23:11	se deslizaron	deslizarse	IndicPret	3pl		R9:34	скользнули	скользнуть	PerfPast	Pl			
S23:12	me tendí	tenderse	IndicPret	1sg		R9:35	лежал	лежать	ImpPast	SgM			
S23:13	escuché	escuchar	IndicPret	1sg		R9:36	прислушиваясь	прислушиваться	ImpGer	NA			
S23:14	dormida	dormir	PastPart	NA		R9:37	спящего	спать	ImpPresAP	NA			
S23:15	goteando	gotear	PresPart	NA		R9:38	шелестящий	шелестеть	ImpPresAP	NA			
S23:16	salpicados	salpicar	PastPart	NA		R9:39	NA	NA	NA	NA			
S23:17	llamaban	llamar	IndicIpfct	3pl		R9:40	охватывали	охватывать	ImpPast	Pl			
S23:18	me resistí	resistirse	IndicPret	1sg		R9:41	спешил	спешить	ImpPast	SgM	не		
S23:19	rendirme	rendirse	Inf	Inf		R9:42	сдаваться	сдаваться	ImpInf	Inf			
S23:20	quería	querer	IndicIpfct	1sg	no	R9:43	было	быть	ImpPast	SgN		imp	мне было жаль
S23:21	perder	perder	Inf	Inf		R9:44	покидать	покидать	ImpInf	Inf			
S23:22	decir	decir	Inf	Inf	adiós	R9:45	расставаться	расставаться	ImpInf	Inf			
S23:23	oí	oír	IndicPret	1sg		R9:46	NA	NA	NA	NA			
S23:24	comentar	comentar	Inf	Inf		R9:47	заметил	заметить	PerfPast	SgM			
S23:25	NA	NA	NA	NA		R9:48	найдется	найтись	PerfFut	3sg			
S23:26	marcan	marcar	IndicPres	3pl		R9:49	оказать	оказать	PerfInf	Inf			
S23:27	se abre	abrirse	IndicPres	3sg		R9:50	проложившая	проложить	PerfPastAP	NA			
S23:28	creemos	creer	IndicPres	1pl		R10:1	кажется	казаться	ImpPres	3sg			
S23:30	haber dejado	dejar	PrfctInf	NA		R10:3	остались	остаться	PerfPast	Pl			
S23:31	acompañan	acompañar	IndicPres	3pl		R10:4	сопровождают	сопровождать	ImpPres	3pl			
S23:32	esculpen	esculpir	IndicPres	3pl		R10:5	возводят	возводить	ImpPres	3pl			
S23:33	leamos	leer	SubjPres	1pl		R10:6	прочли	прочесть	PerfPast	Pl		бы	
S23:34	descubramos	descubrir	SubjPres	1pl		R10:7	открыли	открыть	PerfPast	Pl		бы	
S23:35	aprendamos	aprender	SubjPres	1pl		R10:8	узнали	узнать	PerfPast	Pl		бы	
S23:36	olvidemos	olvidar	SubjPres	1pl		R10:9	позабыли	позабыть	PerfPast	Pl		бы	
S23:37	NA	NA	NA	NA		R10:10	предстоит	предстоять	ImpPres	3sg			
S23:38	vamos a regresar	regresar	IrIndicPresFut	1pl		R10:11	вернуться	вернуться	PerfInf	Inf			
S23:39	embrujadas	embrujar	PastPart	NA		R10:12	волшебными	NA	Adj	NA			
S23:40	serán	ser	IndicFut	3pl		R10:13	стали	стать	PerfPast	Pl			
S23:41	encontré	encontrar	IndicPret	1sg		R10:14	обнаружил	обнаружить	PerfPast	SgM			
S27:1	vale	valer	IndicPres	3sg		R11:1	стоит	стоять	ImpPres	3sg			
S27:2	tenemos	tener	IndicPres	1pl		R11:2	NA	NA	NA	NA			
S27:3	guardarlo	guardar	Inf	Inf		R11:3	скрываем	скрывать	ImpPres	1pl			
S27:4	despertar	despertar	Inf	Inf		R11:4	проснулся	проснуться	PerfPast	SgM			
S27:5	fue	ser	IndicPret	3sg		R11:5	NA	NA	NA	NA			
S27:6	hacer	hacer	Inf	Inf	partícipe	R11:6	рассказать	рассказать	PerfInf	Inf			
S27:7	era	ser	IndicIpfct	3sg		R11:7	был	быть	ImpPast	SgM			
S27:8	dedicaba	dedicar	IndicIpfct	3sg		R11:8	отдавал	отдавать	ImpPast	SgM			
S27:9	NA	NA	NA	NA		R11:9	было	быть	ImpPast	SgN		imp бы	
S27:10	compartir	compartir	Inf	Inf		R11:10	поделиться	поделиться	PerfInf	Inf			
S27:11	soñando	soñar	PresPart	NA	despierto	R11:11	сквозь дрему	NA	PP	NA			
S27:12	me imaginaba	imaginarse	IndicIpfct	1sg		R11:12	представлял	представлять	ImpPast	SgM			
S27:13	pertrechados	pertrechar	PastPart	NA		R11:13	вооружившись	вооружиться	PerfGer	NA			
S27:14	desvelvar	desvelvar	Inf	Inf		R11:14	разгадываем	разгадывать	ImpPres	1pl			
S27:15	recordando	recordar	PresPart	NA		R11:15	вспомнив	вспомнить	PerfGer	NA			
S27:16	decidí	decidír	IndicPret	1sg		R11:16	решил	решить	PerfPast	SgM			
S27:17	aconsejaban	aconsejar	IndicIpfct	3pl		R11:17	вынуждают	вынуждать	ImpPres	3pl			
S27:18	NA	NA	NA	NA		R11:18	избрать	избрать	PerfInf	Inf			
S27:19	se denominaba	denominarse	IndicIpfct	3pl		R11:19	пишут	писать	ImpPres	3pl			
S27:20	abordé	abordar	IndicPret	1sg		R11:20	пошел	пойти	PerfPast	SgM			
S27:21	cuestionarle	cuestionar	Inf	Inf		R11:21	набросился	наброситься	PerfPast	SgM			
S27:22	en mi entusiasmo	NA	PP	NA		R11:22	потряс	потрясти	PerfPast	SgM			
S27:23	había imaginado	imaginar	PrfctPast	1sg		R11:23	сомневался	сомневаться	ImpPast	SgM	не		
S27:24	NA	NA	NA	NA		R11:24	гремит	греметь	ImpPres	3sg			
S27:25	era	ser	IndicIpfct	3sg		R11:25	был	быть	ImpPast	SgM			
S27:26	hacerme	hacerse	Inf	Inf		R11:26	раздобыть	раздобыть	PerfInf	Inf			
S27:27	leérmelas	leer	Inf	Inf		R11:27	прочесть	прочесть	PerfInf	Inf			
S27:28	fue	ser	IndicPret	3sg		R11:28	постигло	постичь	PerfPast	SgN			
S27:29	descubrir	descubrir	Inf	Inf		R11:29	разочарование	NA	Noun	NA			
S27:30	había oído	oír	PrfctPast	3sg	jamás	R11:30	слыхивал	слыхивать	ImpPast	SgM	не		
S27:31	hablar	hablar	Inf	Inf		R11:31	NA	NA	NA	NA			
S27:32	inspeccionó	inspeccionar	IndicPret	3sg		R11:32	изучил	изучить	PerfPast	SgM			
S28:1	forma	formar	IndicPres	3sg		R12:1	вышла	выйти	PerfPast	SgF			
S28:2	conoces	conocer	IndicPres	2sg		R12:2	знаешь	знать	ImpPres	2sg			
S28:3	cerró	cerrar	IndicPret	3sg		R12:3	закрылось	закрыться	PerfPast	SgN			
S28:4	es	ser	IndicPres	3sg	no	R12:4	zero copula	NA	zero copula	NA	не		
S28:5	NA	NA	NA	NA		R12:5	опубликовали	опубликовать	PerfPast	Pl			
S28:6	es	ser	IndicPres	3sg		R12:6	zero copula	NA	zero copula	NA			
S28:7	suena	sonar	IndicPres	3sg	no	R12:7	припомню	припомнить	PerfFut	1sg	не		
S28:8	es	ser	IndicPres	3sg		R12:8	zero copula	NA	zero copula	NA			
S28:9	pregunté	preguntar	IndicPret	1sg		R12:9	спросил	спросить	PerfPast	SgM			
S28:10	desconcertado	desconcertar	PastPart	NA		R12:10	растерянно	NA	Adverb	NA			
S28:11	menciona	mencionar	IndicPres	3sg	no	R12:11	указано	указать	PerfPPP	NA			
S28:12	sea	ser	SubjPres	3sg		R12:12	NA	NA	NA	NA			
S28:13	se ve	verse	IndicPres	3sg		R12:13	верить	верить	ImpInf	Inf			
S28:14	es	ser	IndicPres	3sg		R12:14	zero copula	NA	zero copula	NA			
S28:15	editado	editar	PastPart	NA		R12:15	изданная	издать	PerfPPP	NA			
S28:16	será	ser	IndicFut	3sg		R12:16	бывает	бывать	ImpPres	3sg			
S28:17	corren	correr	IndicPres	3pl		R12:17	NA	NA	NA	NA			
S28:18	adujo	adujar	IndicPret	3sg		R12:18	NA	NA	NA	NA			
S28:19	puede	poder	IndicPres	3sg		R12:19	может	мочь	ImpPres	3sg			
S28:20	ayudar	ayudar	Inf	Inf		R12:20	помочь	помочь	PerfInf	Inf			
S28:21	era	ser	IndicIpfct	3sg		R12:21	NA	NA	NA	NA			
S28:22	dueño	NA	Noun	NA		R12:22	держал	держать	ImpPast	SgM			
S28:23	capitaneaba	capitanear	IndicIpfct	3sg		R12:23	был	быть	ImpPast	SgM			
S28:24	vivía	vivir	IndicIpfct	3sg		R12:24	было	быть	ImpPast	SgN		imp	
S28:25	NA	NA	NA	NA		R12:25	представить	представить	PerfInf	NA			
S28:26	adherido	adherir	PastPart	NA		R12:26	неизменной	NA	Adj	NA			
S28:27	apagada	apagar	PastPart	NA		R12:27	погасшей	погасить	PerfPastAP	NA			
S28:28	desprendía	desprender	IndicIpfct	3sg		R12:28	источавшей	источать	ImpPastAP	NA			
S28:29	se describía	describirse	IndicIpfct	3sg		R12:29	называл	называть	ImpPast	SgM			
S28:30	sostenía	sostener	IndicIpfct	3sg		R12:30	утверждал	утверждать	ImpPast	SgM			
S28:31	había	haber	IndicIpfct	3sg		R12:31	состоят	состоять	ImpPast	SgM			
S28:32	era	ser	IndicIpfct	3sg		R12:32	был	быть	ImpPast	SgM			
S28:33	evidenciar	evidenciar	Inf	Inf		R12:33	в подтверждение	NA	PP	NA			
S28:34	vestía	vestir	IndicIpfct	3sg		R12:34	одевался	одеваться	ImpPast	SgM			
S28:35	luciendo	lucir	PresPart	NA		R12:35	NA	NA	NA	NA			
S28:36	según las malas lenguas	NA	PP	NA		R12:36	говорили	говорить	ImpPast	Pl			
S28:37	se quitaba	quitarse	IndicIpfct	3sg	no	R12:37	расставался	расставаться	ImpPast	SgM	не		
S28:38	haber	haber	Inf	Inf		R12:38	NA	NA	NA	NA			
S28:39	era	ser	IndicIpfct	3sg		R12:39	было	быть	ImpPast	SgN			
S28:40	se había enriquecido	enriquecer	PrfctPast	3sg		R12:40	сумел	суметь	PerfPast	SgM			
S28:41	NA	NA	NA	NA		R12:41	сколотить	сколотить	PerfInf	Inf			
S28:42	explicó	explicar	IndicPret	3sg		R12:42	по словам	NA	PP	NA			
S28:43	estaba	estar	IndicIpfct	3sg		R12:43	бедствовал	бедствовать	ImpPast	SgM	не		
S28:44	era	ser	IndicIpfct	3sg		R12:44	было	быть	ImpPast	SgN			
S28:45	amaba	amar	IndicIpfct	3sg		R13:1	обожал	обожать	ImpPast	SgM			
S28:46	negaba	negar	IndicIpfct	3sg		R13:2	отрицал	отрицать	ImpPast	SgM			
S28:47	entraba	entrar	IndicIpfct	3sg		R13:3	появлялся	появляться	ImpPast	SgM			
S28:48	se enamoraba	enamorarse	IndicIpfct	3sg		R13:4	влюблялся	влюбляться	ImpPast	SgM			
S28:49	NA	NA	NA	NA		R13:5	выставленных	выставить	PerfPPP	NA			
S28:50	podía	poder	IndicIpfct	3sg	no	R13:6	мог	мочь	ImpPast	SgM	не		
S28:51	costearse	costearse	Inf	Inf		R13:7	заплатить	заплатить	PerfInf	Inf			
S28:52	rebajaba	rebajar	IndicIpfct	3sg		R13:8	снижал	снижать	ImpPast	SgM			
S29:1	fuese	ser	SubjIpfct2	3sg		R13:9	было	быть	ImpPast	SgN			
S29:2	regalaba	regalar	IndicIpfct	3sg		R13:10	отдавал	отдавать	ImpPast	SgM			
S29:3	estimaba	estimar	IndicIpfct	3sg		R13:11	считал	считать	ImpPast	SgM			
S29:4	era	ser	IndicIpfct	3sg		R13:12	NA	NA	NA	NA			
S29:5	poseía	poseer	IndicIpfct	3sg		R13:13	обладал	обладать	ImpPast	SgM			
S29:6	desmerecía	desmerecer	IndicIpfct	3sg	no	R13:14	предпочитал	предпочитать	ImpPast	SgM			
S29:7	NA	NA	NA	NA		R13:15	выставлять	выставлять	ImpInf	Inf			
S29:8	sabía	saber	IndicIpfct	3sg		R13:16	разбирался	разбираться	ImpPast	SgM			
S29:9	era	ser	IndicIpfct	3sg		R13:17	был	быть	ImpPast	SgM			
S29:10	cerrar	cerrar	Inf	Inf		R13:18	закрыв	закрыть	PerfGer	NA			
S29:11	sugirió	sugerir	IndicPret	3sg		R13:19	предложил	предложить	PerfPast	SgM			
S29:12	nos acercásemos 	acercarse	SubjIpfct2	1pl		R13:20	пройтись	пройтись	PerfInf	Inf			
S29:13	mantenían	mantener	IndicIpfct	3pl		R13:21	проводили	проводить	ImpPast	Pl			
S29:14	malditos	NA	Adj	NA		R13:22	забытых	забыть	PerfPPP	NA			
S29:15	abandonadas	abandonar	PastPart	NA		R13:23	съеденных	съесть	PerfPPP	NA			
S29:16	quedaba	quedar	IndicIpfct	3sg		R13:24	находилось	находиться	ImpPast	SgN			
S29:17	era	ser	IndicIpfct	3sg		R13:25	было	быть	ImpPast	SgN			
S29:18	se habían conocido	conocer	PrfctPast	3pl		R13:26	познакомились	познакомиться	PerfPast	Pl			
S29:19	atribuía	atribuir	IndicIpfct	1sg		R13:27	считал	считать	ImpPast	SgM			
S29:20	custodiaban 	custodiar	IndicIpfct	3pl		R13:28	охраняли	охранять	ImpPast	Pl			
S29:21	enclavada	enclavar	PastPart	NA		R13:29	притаившийся	притаиться	ImpPastAP	NA			
S29:22	NA	NA	NA	NA		R13:30	остановившие	остановить	PerfPastAP	NA			
S29:23	congelaban	congelar	IndicIpfct	3pl		R13:31	берегли	беречь	ImpPast	Pl			
S29:24	en el interior	NA	PP	NA		R13:32	войдя	войти	PerfGer	NA			
S29:25	se fundían	fundirse	IndicIpfct	3pl		R13:33	растворялись	растворяться	ImpPast	Pl			
S29:26	compartían	compartir	IndicIpfct	3pl		R13:34	оказывались	оказываться	ImpPast	Pl			
S29:27	podía	poder	IndicIpfct	3sg		R13:35	мог	мочь	ImpPast	SgM			
S29:28	sentirse	sentirse	Inf	Inf		R13:36	почувствовать	почувствовать	PerfInf	Inf			
S29:29	por el precio	NA	PP	NA		R13:37	заплатив	заплатить	PerfGer	NA			
S29:30	proclamó	proclamar	IndicPret	3sg		R13:38	воскликнул	воскликнуть	PerfPast	SgM			
S29:31	al ver	NA	PP	NA		R13:39	увидев	увидеть	PerfGer	NA			
S29:32	se debe	deberse	IndicPres	NA		R13:40	zero copula	NA	zero copula	NA			
S29:33	acaba de hacer	hacer	AcabarIndicPresPrfct	3sg		R14:1	сделал	сделать	PerfPast	SgM			
S29:34	vengan	venir	ImtvAff	3pl		R14:2	присоединяйтесь	присоединяться	ImpImtv	2pl			
S29:35	sentarse	sentarse	Inf	Inf		R14:3	NA	NA	NA	NA			
S29:36	hay	haber	IndicPres	3sg		R14:4	стоит	стоить	ImpPres	3sg			
S29:37	celebrarla	celebrar	Inf	Inf		R14:5	отметить	отметить	PerfInf	Inf			
S29:38	susurré	susurrar	IndicPret	1sg		R14:6	прошептал	прошептать	PerfPast	SgM			
S29:39	se expresa	expresarse	IndicPres	3sg		R14:7	изъясняется	изъясняться	ImpPres	3sg			
S29:40	respondió	responder	IndicPret	3sg		R14:8	сказал	сказать	PerfPast	SgM			
S29:41	digas	dicer	ImtvNeg	2sg	no	R14:9	помалкивай	помалкивать	ImpImtv	2sg			
S29:42	se envalentona	envalentonar se	IndicPres	3sg		R14:10	наговорит	наговорить	PerfFut	3sg			
S30:1	hicieron	hacer	IndicPret	3pl		R14:11	потеснились	потесниться	PerfPast	Pl			
S30:2	NA	NA	NA	NA		R14:12	освобождая	освобождать	ImpGer	NA			
S30:3	gustaba	gustar	IndicIpfct	3sg		R14:13	любивший	любить	ImpPastAP	NA			
S30:4	mostrarse	mostrarse	Inf	Inf		R14:14	пустить	пустить	PerfInf	Inf			
S30:5	insistió	insistir	IndicPret	3sg		R14:15	настоял	настоять	PerfPast	SgM			
S30:6	invitarnos	invitar	Inf	Inf		R14:16	угощение	NA	Noun	NA			
S30:7	tiene	tener	IndicPres	3sg		R14:17	zero copula	NA	zero copula	NA			
S30:8	inquirió	inquirir	IndicPret	3sg		R14:18	спросил	спросить	PerfPast	SgM			
S30:9	mirándome	mirar	PresPart	NA		R14:19	поглядывая	поглядывать	ImpGer	NA			
S30:10	declaré	declarar	IndicPret	1sg		R14:20	ответил	ответить	PerfPast	SgM			
S30:11	sonrió	sonreír	IndicPret	3sg		R14:21	улыбнулся	улыбнуться	PerfPast	SgM			
S30:12	sea	ser	SubjPres	3sg		R14:22	NA	NA	NA	NA			
S30:13	te pongas	ponerse	ImtvNeg	2sg	no	R14:23	прибавляй	прибавлять	ImpImtv	2sg	не		
